title,platform,genre,rating
Metro Exodus,"PlayStation 5, Xbox Series","Blood and Gore, Intense Violence, Partial Nudity, Sexual Themes, Strong Language, Use of Drugs",Mature 17+
Death Stranding Director's Cut,PlayStation 5,"Blood, Intense Violence, Partial Nudity, Strong Language",Mature 17+
Oddworld Soulstorm,"Xbox One, Xbox Series","Blood and Gore, Language, Use of Tobacco, Violence",Teen
HOT WHEELS UNLEASHED™,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series",No Descriptors,Everyone
Aliens: Fireteam Elite,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Strong Language, Violence",Mature 17+
Tormented Souls,"PlayStation 4, PlayStation 5, Nintendo Switch","Blood and Gore, Intense Violence, Mild Language, Partial Nudity",Mature 17+
Life is Strange: Before the Storm Remastered,"Windows PC, Stadia, Nintendo Switch","Blood, Sexual Themes, Strong Language, Use of Drugs and Alcohol, Violence",Mature 17+
STAR WARS™ Republic Commando™,"PlayStation 4, Nintendo Switch","Blood and Gore, Violence",Teen
The Forgotten City,"PlayStation 5, Xbox One, Xbox Series","Alcohol Reference, Blood, Mild Language, Suggestive Themes, Violence",Teen
Drunken Fist,PlayStation 5,"Blood, Crude Humor, Use of Alcohol, Violence",Mature 17+
Just Dance 2022,"PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series","Comic Mischief, Lyrics, Mild Suggestive Themes",Everyone 10+
Disney Classic Games Collection,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One, Xbox Series",Cartoon Violence,Everyone 10+
Apsulov The End of Gods,"PlayStation 4, PlayStation 5","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Nickelodeon: All-Star Brawl,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Cartoon Violence, Comic Mischief",Everyone 10+
Pokémon Brilliant Diamond,Nintendo Switch,Mild Cartoon Violence,Everyone
Crysis 3 Remastered,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood, Strong Language, Violence",Mature 17+
Crysis 2 Remastered,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood, Strong Language, Violence",Mature 17+
American Hero,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One","Blood, Sexual Content, Strong Language, Violence",Mature 17+
Ghost of Tsushima: Legends,"PlayStation 4, PlayStation 5","Blood and Gore, Violence",Mature 17+
The Medium,"PlayStation 5, Xbox Series","Blood, Strong Language, Violence",Mature 17+
Aragami 2,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood, Violence",Mature 17+
Nine to Five,Windows PC,"Blood, Drug Reference, Violence",Mature 17+
Mary Skelter Finale,"PlayStation 4, Nintendo Switch","Blood, Language, Partial Nudity, Sexual Themes, Violence",Mature 17+
Rune Factory 5,Nintendo Switch,"Fantasy Violence, Mild Language, Mild Suggestive Themes, Use of Alcohol",Teen
The Last Stand: Aftermath,"PlayStation 4, PlayStation 5, Xbox Series","Blood and Gore, Strong Language, Violence",Mature 17+
Disciples: Liberation,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Language, Suggestive Themes, Violence",Mature 17+
Yu-Gi-Oh! MASTER DUEL,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Fantasy Violence, Mild Blood, Partial Nudity",Teen
Neptunia x SENRAN KAGURA: Ninja Wars,PlayStation 4,"Language, Suggestive Themes, Violence",Teen
Atelier Sophie 2: The Alchemist of the Mysterious Dream,"Windows PC, PlayStation 4, Nintendo Switch","Alcohol Reference, Fantasy Violence, Suggestive Themes",Teen
Undernauts: Labyrinth of Yomi,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One","Blood and Gore, Language, Partial Nudity, Violence",Mature 17+
Monster Rancher 1 & 2 DX,"Windows PC, Nintendo Switch","Drug Reference, Fantasy Violence, Language, Suggestive Themes",Teen
Among Us - Ejected Edition,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Fantasy Violence, Mild Blood",Everyone 10+
Death's Door,"PlayStation 4, PlayStation 5, Nintendo Switch","Blood, Fantasy Violence, Language, Use of Alcohol and Tobacco",Teen
Tannenberg,"PlayStation 4, PlayStation 5","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Remnant: From the Ashes,Nintendo Switch,"Blood, Strong Language, Violence",Mature 17+
OlliOlli World,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Crude Humor, Drug Reference",Everyone 10+
SpellForce III Reforced,"PlayStation 5, Xbox Series","Blood and Gore, Mild Sexual Themes, Partial Nudity, Strong Language, Violence",Mature 17+
Trek to Yomi,"PlayStation 4, PlayStation 5, Nintendo Switch","Blood and Gore, Violence",Mature 17+
FINAL FANTASY VI,Windows PC,"Fantasy Violence, Partial Nudity",Teen
Five Nights at Freddy's: Security Breach,"Windows PC, PlayStation 4, PlayStation 5",Fantasy Violence,Teen
Sword of the Necromancer,"PlayStation 4, PlayStation 5, Nintendo Switch","Blood, Partial Nudity, Strong Language, Suggestive Themes, Violence",Mature 17+
Total War: WARHAMMER III,Windows PC,"Blood, Crude Humor, Suggestive Themes, Violence",Teen
Blood Bowl 3,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood, Mild Language, Use of Alcohol, Violence",Teen
Shadow Warrior 3,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Intense Violence, Mild Sexual Themes, Strong Language",Mature 17+
GetsuFumaDen: Undying Moon,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood and Gore, Violence",Mature 17+
Monster Hunter Rise: Sunbreak,Nintendo Switch,"Alcohol Reference, Blood, Violence",Teen
Arma Reforger,Windows PC,"Blood, Strong Language, Violence",Mature 17+
My Little Pony: A Maretime Bay Adventure,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series",No Descriptors,Everyone
Taiko no Tatsujin: Rhythm Festival,Nintendo Switch,No Descriptors,Everyone
Fobia - St. Dinfna Hotel,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Fall Guys,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",Mild Cartoon Violence,Everyone
Valkyrie Elysium,"Windows PC, PlayStation 4, PlayStation 5","Language, Violence",Teen
Disgaea 6 Complete,"Windows PC, PlayStation 4, PlayStation 5","Alcohol Reference, Fantasy Violence, Language, Mild Blood, Suggestive Themes",Teen
The Sims™ 4 - High School Years,Xbox Series,"Crude Humor, Sexual Themes, Violence",Teen
LIVE A LIVE,Nintendo Switch,"Blood, Crude Humor, Fantasy Violence, Language, Suggestive Themes",Teen
Serious Sam: Siberian Mayhem,PlayStation 5,"Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Mature 17+
NBA 2K23,"PlayStation 5, Xbox Series",No Descriptors,Everyone
DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,"Windows PC, PlayStation 5, Nintendo Switch","Alcohol Reference, Mild Language",Everyone
Miss Kobayashi's Dragon Maid: Burst Forth!! Choro-gon ☆ Breath,"PlayStation 4, Nintendo Switch","Fantasy Violence, Partial Nudity",Teen
Destroy All Humans! 2 - Reprobed,"Windows PC, PlayStation 5, Xbox Series","Animated Blood, Crude Humor, Language, Partial Nudity, Sexual Themes, Use of Drugs, Violence",Teen
XIII,PlayStation 5,"Blood, Strong Language, Violence",Mature 17+
Grounded,"Windows PC, Xbox One, Xbox Series","Blood, Mild Language, Violence",Teen
Made in Abyss: Binary Star Falling into Darkness,"PlayStation 4, Nintendo Switch","Blood and Gore, Violence",Mature 17+
Temtem,"PlayStation 5, Nintendo Switch, Xbox Series","Language, Mild Fantasy Violence, Use of Alcohol",Everyone 10+
Way of the Hunter,"Windows PC, PlayStation 5, Xbox Series","Blood, Language, Violence",Teen
We Are OFK,"PlayStation 5, Nintendo Switch","Sexual Themes, Strong Language",Mature 17+
Demoniaca: Everlasting Night,PlayStation 5,"Blood and Gore, Language, Nudity, Violence",Mature 17+
CHAOS;HEAD NOAH,Nintendo Switch,"Blood and Gore, Intense Violence, Language, Sexual Themes",Mature 17+
Asterigos: Curse of the Stars,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",Violence,Teen
Saint Kotar,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Blood and Gore, Drug Reference, Mild Sexual Themes, Violence",Mature 17+
JoJo Siwa: Worldwide Party,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Nintendo Switch, Xbox One, Xbox Series",No Descriptors,Everyone
Kukoos: Lost Pets,"PlayStation 4, Nintendo Switch",Mild Fantasy Violence,Everyone
New Joe & Mac: Caveman Ninja,"PlayStation 4, PlayStation 5, Nintendo Switch","Fantasy Violence, Mild Blood, Mild Suggestive Themes",Everyone 10+
Medieval Dynasty,"PlayStation 5, Xbox Series","Blood, Mild Language, Suggestive Themes, Use of Alcohol, Violence",Teen
Senren*Banka,Nintendo Switch,"Mild Violence, Partial Nudity, Sexual Themes, Strong Language",Mature 17+
Romancing SaGa -Minstrel Song- Remastered,Windows PC,"Fantasy Violence, Mild Blood, Partial Nudity",Teen
NEOGEO POCKET COLOR SELECTION Vol. 2,Nintendo Switch,"Crude Humor, Fantasy Violence, Language, Simulated Gambling, Suggestive Themes",Teen
Apico,"PlayStation 4, PlayStation 5, Nintendo Switch",No Descriptors,Everyone
The Outbound Ghost,"PlayStation 4, PlayStation 5, Nintendo Switch",Fantasy Violence,Everyone 10+
DARQ Ultimate Edition,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series","Mild Blood, Mild Language, Use of Tobacco, Violence",Teen
Horse Tales: Emerald Valley Ranch,"PlayStation 4, PlayStation 5, Nintendo Switch",No Descriptors,Everyone
Football Manager 2023,"Macintosh, Windows PC",No Descriptors,Everyone
Alone in the Dark- The Trilogy,Windows PC,"Animated Blood, Animated Violence",Teen
Half-Life,Windows PC,"Animated Blood, Animated Violence",Mature 17+
Blade Runner,Windows PC,"Animated Violence, Mild Language, Suggestive Themes",Teen
Heroes of Might and Magic III Complete,"Dreamcast, Macintosh, Windows PC",Animated Violence,Everyone
Messiah,Windows PC,"Mature Sexual Themes, Strong Language, Violence",Mature 17+
Tokimeki Checkin!,Windows PC,Strong Sexual Content,Adults Only 18+
Grand Theft Auto 3,"iOS, Macintosh, Mobile Phone, Windows PC, PlayStation 2, Xbox","Blood, Strong Language, Violence",Mature 17+
Critical Point,Windows PC,"Strong Sexual Content, Violence",Adults Only 18+
Need For Speed : Hot Pursuit 2,"GameCube, Windows PC, PlayStation 2, Xbox",No Descriptors,Everyone
Turok: Evolution,"GameCube, Windows PC, PlayStation 2, Xbox","Blood and Gore, Violence",Mature 17+
The Guy Game,"Windows PC, PlayStation 2, Xbox","Crude Humor, Nudity, Strong Language, Strong Sexual Content, Use of Alcohol",Mature 17+
Juiced,"Windows PC, PlayStation 2, Xbox","Mild Lyrics, Simulated Gambling",Teen
Half-Life 2,Windows PC,"Blood and Gore, Intense Violence",Mature 17+
Star Wars Battlefront 2,"Online, Windows PC, PlayStation 2, PSP, Xbox","Mild Language, Violence",Teen
Half-Life 2: Death Match,"Online, Windows PC","Blood, Intense Violence",Mature 17+
The Elder Scrolls IV: Oblivion,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Language, Sexual Themes, Use of Alcohol, Violence",Mature 17+
Half-Life 2: Episode One,"Windows PC, PlayStation 3, Xbox, Xbox 360","Blood and Gore, Intense Violence, Language",Mature 17+
Gears of War,"Windows PC, Xbox 360, Xbox One","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Lego Star Wars: The Complete Saga,"PlayStation 3, Wii, Xbox 360, Xbox One",Cartoon Violence,Everyone 10+
Mass Effect,"Windows PC, PlayStation 3, Xbox 360","Blood, Language, Partial Nudity, Sexual Themes, Violence",Mature 17+
Castle Crashers,"Macintosh, Windows PC, PlayStation 3, Xbox 360, Xbox One","Blood and Gore, Cartoon Violence, Crude Humor",Teen
DCS: Black Shark,Windows PC,Mild Violence,Teen
Victoria 2,Windows PC,"Drug and Alcohol Reference, Mild Language, Mild Suggestive Themes, Mild Violence",Teen
Assassin's Creed Brotherhood,"Windows PC, PlayStation 3, Xbox 360","Blood, Sexual Themes, Strong Language, Violence",Mature 17+
Duke Nukem Forever,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Intense Violence, Mature Humor, Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Mature 17+
Catherine,"Windows PC, PlayStation 3, Xbox 360, Xbox One","Blood, Partial Nudity, Sexual Themes, Strong Language, Use of Alcohol, Violence",Mature 17+
Star Wars: The Old Republic,Windows PC,"Blood and Gore, Mild Language, Sexual Themes, Violence",Teen
Crusader Kings 2,Windows PC,"Alcohol Reference, Mild Language, Mild Violence, Sexual Themes",Teen
NiGHTS into dreams,"Windows PC, PlayStation 3, Xbox 360, Xbox One",Comic Mischief,Everyone
StarCraft II: Heart of the Swarm,"Macintosh, Windows PC","Blood and Gore, Language, Suggestive Themes, Use of Alcohol and Tobacco, Violence",Teen
Warframe,"PlayStation 4, Windows PC, Xbox One","Violence, Blood and Gore",Mature 17+
Metal Gear Rising: Revengeance,"Macintosh, Windows PC","Blood and Gore, Intense Violence, Strong Language",Mature 17+
Batman: Arkham Origins,"Windows PC, PlayStation 3, Wii U, Xbox 360","Blood, Drug Reference, Language, Mild Suggestive Themes, Violence",Teen
Leisure Suit Larry Reloaded,"Macintosh, Windows PC","Mature Humor, Partial Nudity, Sexual Content, Use of Alcohol",Mature 17+
South Park: The Stick of Truth,"Windows PC, PlayStation 3, Nintendo Switch, Xbox 360, Xbox One","Blood and Gore, Drug Reference, Mature Humor, Nudity, Strong Language, Strong Sexual Content, Violence",Mature 17+
Castlevania: Lords of Shadow 2,"Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Intense Violence, Language, Nudity",Mature 17+
SMITE,"PlayStation 4, Windows PC, Xbox One","Violence, Blood, Partial Nudity, Drug Reference, Use of Alcohol",Teen
Enemy Front,"Windows PC, PlayStation 3, Xbox 360","Blood, Strong Language, Violence",Mature 17+
The Last of Us Remastered,PlayStation 4,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language, Use of Alcohol",Mature 17+
Diablo III: Reaper of Souls - Ultimate Evil Edition,"Macintosh, Windows PC, PlayStation 3, Xbox 360","Blood and Gore, Partial Nudity, Violence",Mature 17+
The Wolf Among Us,"PlayStation 4, Xbox One","Blood and Gore, Drug Reference, Intense Violence, Partial Nudity, Sexual Themes, Strong Language, Use of Tobacco",Mature 17+
Lords of the Fallen,"Windows PC, PlayStation 4, Xbox One","Blood, Violence",Mature 17+
Elite: Dangerous,"Macintosh, Windows PC, Xbox One","Drug Reference, Fantasy Violence",Teen
Borderlands: The Handsome Collection,"PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Language, Sexual Themes, Use of Alcohol",Mature 17+
StarCraft II: Legacy of the Void,"Macintosh, Windows PC","Blood and Gore, Mild Language, Suggestive Themes, Violence",Teen
Tom Clancy's The Division,"Windows PC, PlayStation 4, Xbox One","Blood, Intense Violence, Strong Language",Mature 17+
DIGIMON STORY CYBER SLEUTH,PlayStation 4,"Fantasy Violence, Mild Language, Suggestive Themes",Teen
ARK: Survival Evolved,Xbox One,"Violence, Blood, Crude Humor, Use of Alcohol",Teen
Mortal Kombat XL,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Intense Violence, Strong Language, Use of Alcohol",Mature 17+
Firewatch,PlayStation 4,"Suggestive Themes, Nudity, Drug and Alcohol Reference, Strong Language",Mature 17+
Ratchet & Clank,PlayStation 4,"Animated Blood, Fantasy Violence",Everyone 10+
Dungeon of the Endless,Xbox One,"Fantasy Violence, Mild Blood, Mild Language, Mild Suggestive Themes",Teen
Yomawari: Night Alone,"Windows PC, PS Vita, Nintendo Switch","Blood, Violence",Teen
7 Days to Die,"Windows PC, PlayStation 4, Xbox One","Blood and Gore, Strong Language, Violence",Mature 17+
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation 4,"Blood and Gore, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Alcohol",Mature 17+
Deus Ex: Mankind Divided,"Windows PC, PlayStation 4, Xbox One","Blood, Drug Reference, Intense Violence, Partial Nudity, Sexual Themes, Strong Language, Use of Alcohol",Mature 17+
No Man's Sky,"Windows PC, PlayStation 4","Animated Blood, Fantasy Violence",Teen
Forza Horizon 3,"Windows PC, Xbox One","Mild Lyrics, Mild Violence",Everyone
Sid Meier's Civilization VI,Windows PC,"Drug Reference, Language, Mild Violence, Suggestive Themes",Everyone 10+
PRO EVOLUTION SOCCER 2017,"Windows PC, PlayStation 3, Xbox 360",Mild Language,Everyone
Dragon Ball Xenoverse 2,"Windows PC, PlayStation 4, Stadia, Xbox One","Cartoon Violence, Mild Blood, Mild Language, Mild Suggestive Themes",Teen
Batman The Telltale Series: Children of Arkham,"PlayStation 4, Xbox One","Violence, Blood and Gore, Language",Mature 17+
